asignatura,año,tipo,ccaa,link,operativo
Fundamentos Artísticos,2023,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/ebau-2023/modelos-0-examen-criterios-correccion/modelos-examen-0.ficheros/1605378-Modelo%200%20Fundamentos%20del%20Arte%20II.pdf,si
Fundamentos Artísticos,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fundamentos_del_arte_ii_ebau_junio_2023.pdf,si
Fundamentos Artísticos,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fundamentos_del_arte_ebau_junio_2023.pdf,si
Fundamentos Artísticos,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fundamentos_del_arte_ii_ebau_julio_2023.pdf,si
Fundamentos Artísticos,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fundamentos_ebau_julio_2023.pdf,si
Fundamentos Artísticos,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fundamentos_artisticos_fase_general_ebau_junio_2024.pdf,si
Fundamentos Artísticos,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fundamentos_artisticos_ebau_junio_2024.pdf,si
Fundamentos Artísticos,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fundamentos_artisticos_fase_mejora_nota_ebau_junio_2024.pdf,si
Fundamentos Artísticos,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fundamentos_artisticos_ebau_junio_2024.pdf,si
Fundamentos Artísticos,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fundamentos_del_arte_ii_fase_general_ebau_junio_2024.pdf,si
Fundamentos Artísticos,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fundamentos_del_arte_ii_ebau_junio_2024.pdf,si
Fundamentos Artísticos,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1744543-Modelo%200%20Fundamentos%20Art%C3%ADsticos.pdf,si
Física,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/fisica_jun_2018.pdf,si
Física,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/fisica_julio_2018.pdf,si
Física,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/criterios_fisica_julio_2018.pdf,si
Física,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_junio_2019.pdf,si
Física,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_fisica_junio_2019.pdf,si
Física,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_julio_2019.pdf,si
Física,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_fisica_julio_2019.pdf,si
Física,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_2020.pdf,si
Física,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_2020.pdf,si
Física,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_sept_2020.pdf,si
Física,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_sept_2020.pdf,si
Física,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_junio_2021.pdf,si
Física,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_junio_2021.pdf,si
Física,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_julio_2021.pdf,no
Física,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_julio_2021.pdf,no
Física,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_junio_2022.pdf,no
Física,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_junio_2022.pdf,no
Física,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_julio_2022.pdf,no
Física,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_julio_2022.pdf,no
Física,2023,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/ebau-2023/modelos-0-examen-criterios-correccion/modelos-examen-0.ficheros/1605376-Modelo%200%20F%C3%ADsica.pdf,si
Física,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_junio_2023.pdf,no
Física,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_junio_2023.pdf,no
Física,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_julio_2023.pdf,no
Física,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_julio_2023.pdf,no
Física,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_junio_2024.pdf,no
Física,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_junio_2024.pdf,no
Física,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/fisica_ebau_julio_2024.pdf,no
Física,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_fisica_ebau_julio_2024.pdf,no
Física,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1744542-Modelo%200%20F%C3%ADsica.pdf,si
Geografía,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/geografia_jun_2018.pdf,no
Geografía,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/geografia_julio_2018.pdf,no
Geografía,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/criterios_geografia_julio_2018.pdf,no
Geografía,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_junio_2019.pdf,no
Geografía,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_geografia_junio_2019.pdf,no
Geografía,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_julio_2019.pdf,no
Geografía,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_geografia_julio_2019.pdf,si
Geografía,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_2020.pdf,si
Geografía,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_sept_2020.pdf,no
Geografía,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_sept_2020.pdf,no
Geografía,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_junio_2021.pdf,no
Geografía,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_junio_2021.pdf,no
Geografía,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_julio_2021.pdf,si
Geografía,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_julio_2021.pdf,si
Geografía,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_junio_2022.pdf,no
Geografía,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_junio_2022.pdf,no
Geografía,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_julio_2022.pdf,si
Geografía,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_julio_2022.pdf,no
Geografía,2023,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/ebau-2023/modelos-0-examen-criterios-correccion/modelos-examen-0.ficheros/1605379-Modelo%200%20Geograf%C3%ADa.pdf,si
Geografía,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_junio_2023.pdf,si
Geografía,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_junio_2023.pdf,no
Geografía,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_julio_2023.pdf,no
Geografía,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_julio_2023.pdf,si
Geografía,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_junio_2024.pdf,si
Geografía,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_junio_2024_0.pdf,si
Geografía,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geografia_ebau_julio_2024.pdf,si
Geografía,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geografia_ebau_junio_2024_0.pdf,si
Geografía,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1746874-Modelo%200%20Geograf%C3%ADa.pdf,si
Geología y Ciencias Ambientales,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/geologia_jun_2018.pdf,si
Geología y Ciencias Ambientales,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/geologia_julio_2018.pdf,si
Geología y Ciencias Ambientales,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/criterios_geologia_julio_2018.pdf,si
Geología y Ciencias Ambientales,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_junio_2019.pdf,si
Geología y Ciencias Ambientales,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_geologia_junio_2019.pdf,si
Geología y Ciencias Ambientales,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_julio_2019.pdf,si
Geología y Ciencias Ambientales,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_geologia_julio_2019.pdf,si
Geología y Ciencias Ambientales,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_ebau_2020.pdf,si
Geología y Ciencias Ambientales,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_1_ebau_2020.pdf,si
Geología y Ciencias Ambientales,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_ebau_sept_2020.pdf,si
Geología y Ciencias Ambientales,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_ebau_sept_2020.pdf,si
Geología y Ciencias Ambientales,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_ebau_junio_2021.pdf,si
Geología y Ciencias Ambientales,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_ebau_junio_2021.pdf,no
Geología y Ciencias Ambientales,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_ebau_julio_2021.pdf,si
Geología y Ciencias Ambientales,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_ebau_julio_2021.pdf,si
Geología y Ciencias Ambientales,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_ebau_junio_2022.pdf,si
Geología y Ciencias Ambientales,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_ebau_junio_2022.pdf,si
Geología y Ciencias Ambientales,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_ebau_julio_2022.pdf,si
Geología y Ciencias Ambientales,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_ebau_julio_2022.pdf,si
Geología y Ciencias Ambientales,2023,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/ebau-2023/modelos-0-examen-criterios-correccion/modelos-examen-0.ficheros/1605380-Modelo%200%20Geolog%C3%ADa.pdf,si
Geología y Ciencias Ambientales,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_ebau_junio_2023.pdf,si
Geología y Ciencias Ambientales,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_ebau_junio_2023.pdf,si
Geología y Ciencias Ambientales,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_ebau_julio_2023.pdf,si
Geología y Ciencias Ambientales,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_ebau_julio_2023.pdf,si
Geología y Ciencias Ambientales,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_y_ccaa_ebau_junio_2024.pdf,si
Geología y Ciencias Ambientales,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_y_cc_aa_ebau_junio_2024.pdf,si
Geología y Ciencias Ambientales,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/geologia_y_ciencias_ambientales_ebau_julio_2024.pdf,si
Geología y Ciencias Ambientales,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_geologia_y_ciencias_ambientales_ebau_julio_2024.pdf,si
Geología y Ciencias Ambientales,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1745259-Modelo%200%20Geolog%C3%ADa%20y%20Ciencias%20Ambientales.pdf,si
Griego II,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/griego_jun_2018.pdf,si
Griego II,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/griego_julio_2018.pdf,si
Griego II,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/criterios_griego_julio_2018.pdf,si
Griego II,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_junio_2019.pdf,si
Griego II,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_griego_junio_2019.pdf,si
Griego II,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_julio_2019.pdf,si
Griego II,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_griego_julio_2019.pdf,si
Griego II,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ii_ebau_2020.pdf,si
Griego II,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ii_ebau_2020.pdf,si
Griego II,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ebau_sept_2020.pdf,si
Griego II,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ebau_sept_2020.pdf,si
Griego II,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ebau_junio_2021.pdf,si
Griego II,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ii_ebau_junio_2021.pdf,si
Griego II,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ebau_julio_2021.pdf,si
Griego II,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ebau_julio_2021.pdf,si
Griego II,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ebau_junio_2022.pdf,si
Griego II,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ebau_junio_2022.pdf,si
Griego II,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ebau_julio_2022.pdf,si
Griego II,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ebau_julio_2022.pdf,si
Griego II,2023,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/ebau-2023/modelos-0-examen-criterios-correccion/modelos-examen-0.ficheros/1605381-Modelo%200%20Griego%20II.pdf,si
Griego II,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ebau_junio_2023.pdf,si
Griego II,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ebau_junio_2023.pdf,si
Griego II,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ebau_julio_2023.pdf,si
Griego II,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ebau_julio_2023.pdf,si
Griego II,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ii_ebau_junio_2024.pdf,si
Griego II,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ii_ebau_junio_2024.pdf,si
Griego II,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/griego_ii_ebau_julio_2024.pdf,si
Griego II,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_griego_ii_ebau_julio_2024.pdf,si
Griego II,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1746397-Modelo%200%20Griego%20II.pdf,si
Historia de España,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/historia_de_espana_jun_2018.pdf,si
Historia de España,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/historia_de_espana_julio_2018.pdf,si
Historia de España,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/historia_de_la_filosofia_jun_2018.pdf,si
Historia de España,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/historia_del_arte_jun_2018.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_espana_junio_2019.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_historia_de_espana_junio_2019.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_espana_julio_2019.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_historia_de_espana_julio_2019.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_filosofia_junio_2019.pdf,no
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_historia_filosofia_junio_2019.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_historia_filosofia_julio_2019.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_arte_junio_2019.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_del_arte_julio_2019.pdf,si
Historia de España,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/criterios_historiadelarte_julio_2019.pdf,si
Historia de España,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_2020.pdf,no
Historia de España,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_sept_2020.pdf,si
Historia de España,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_espana_ebau_junio_2021.pdf,no
Historia de España,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_espana_ebau_julio_2021.pdf,si
Historia de España,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_filosofia_ebau_junio_2021.pdf,si
Historia de España,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_filosofia_ebau_julio_2021.pdf,si
Historia de España,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_del_arte_ebau_junio_2021.pdf,si
Historia de España,2021,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_del_arte_ebau_julio_2021.pdf,si
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_espana_ebau_junio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_junio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_espana_ebau_julio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_julio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_filosofia_ebau_junio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_filosofia_ebau_junio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_la_filosofia_ebau_julio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_filosofia_ebau_julio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_del_arte_ebau_junio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_del_arte_ebau_junio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_del_arte_ebau_julio_2022.pdf,no
Historia de España,2022,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_del_arte_ebau_julio_2022.pdf,no
Historia de España,2023,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/ebau-2023/modelos-0-examen-criterios-correccion/modelos-examen-0.ficheros/1605382-Modelo%200%20Historia%20de%20Espa%C3%B1a.pdf,si
Historia de España,2023,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/ebau-2023/modelos-0-examen-criterios-correccion/modelos-examen-0.ficheros/1605352-Modelo%200%20Historia%20de%20la%20Filosofia.pdf,si
Historia de España,2023,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/ebau-2023/modelos-0-examen-criterios-correccion/modelos-examen-0.ficheros/1605353-Modelo%200%20Historia%20del%20Arte.pdf,si
Historia de España,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_espana_ebau_junio_2023.pdf,no
Historia de España,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_junio_2023.pdf,no
Historia de España,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_julio_2023.pdf,no
Historia de España,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_la_filosofia_ebau_julio_2023.pdf,no
Historia de España,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_del_arte_ebau_junio_2023.pdf,no
Historia de España,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_del_arte_ebau_junio_2023.pdf,si
Historia de España,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_del_arte_ebau_julio_2023.pdf,si
Historia de España,2023,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_del_arte_ebau_julio_2023.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_junio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_espana_fase_general_ebau_julio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_junio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_espana_fase_mejora_nota_ebau_junio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_junio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_espana_fase_mejora_nota_ebau_julio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_espana_ebau_junio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_filosofia_fase_general_ebau_junio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_filosofia_ebau_junio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_filosofia_fase_general_ebau_julio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_filosofiafase_obligatoria_ebau_julio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_la_filosofia_fase_mejora_nota_ebau_junio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_filosofia_ii_fase_mejora_nota_ebau_junio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_la_filosofia_fase_mejora_nota_ebau_julio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_filosofia_fase_mejora_nota_ebau_julio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_de_la_musica_y_la_danza_ebau_junio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_de_la_musica_y_de_la_danza_ebau_junio_2024.pdf,no
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_del_arte_ebau_junio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_del_arte_ebau_junio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/historia_del_arte_ebau_julio_2024.pdf,si
Historia de España,2024,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/cc_historia_del_arte_ebau_junio_2024.pdf,si
Historia de España,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1756216-NUEVO%2014.01.25%20Modelo%200%20Historia%20de%20la%20Filosof%C3%ADa.pdf,si
Historia de España,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1743092-Modelo%200%20Historia%20de%20Espa%C3%B1a.pdf,si
Historia de España,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1743859-Modelo%200%20Historia%20de%20la%20M%C3%BAsica%20y%20de%20la%20Danza.pdf,si
Historia de España,2025,Modelo 0,Castilla y León,https://www.educa.jcyl.es/universidad/es/servicio-ensenanza-universitaria/acceso-universidades-publicas-castilla-leon/pau-2025-b5f5f/modelos-examen-0.ficheros/1744545-Modelo%200%20Historia%20del%20Arte.pdf,si
Historia de la Filosofía,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/ha_filosofia_julio_2018.pdf,si
Historia de la Filosofía,2018,Ordinaria,Castilla y León,http://www.usal.es/files/acceso/criterios_ha_filosofia_julio_2018.pdf,si
Historia de la Filosofía,2019,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/hafilosofia_julio_2019.pdf,si
Historia de la Filosofía,2020,Ordinaria,Castilla y León,https://www.usal.es/files/acceso/ha_de_la_filosofia_ebau_2020.pdf,si
