asignatura,año,tipo,ccaa,link,operativo
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+GEL.pdf/a0d4bcfd-3939-cc69-b684-dc598428de4f?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+FRA.pdf/00238d9f-1ba7-9bab-45db-add9f0e8f4a9?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+FIS.pdf/1645c6e0-8ec9-5a80-58d4-84833e78557b?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+FAR.pdf/e59103b6-917a-3bbc-8b8e-1cb04082833e?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+ECO.pdf/5d6496a9-ff50-c36e-a1b6-7be8b4567c68?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+DTE.pdf/3058e758-97ce-ed06-960d-e83a87fbdc0e?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+DIS.pdf/ff9f9667-e6d1-32d8-79e7-e16027a576b2?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+CUA.pdf/511648a7-4b0c-25d2-43dd-6a3abec7fa81?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+CAS.pdf/2b79b41d-f0b5-ffc7-97bd-b08a3b472e87?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+BIO.pdf/f9a94365-b581-17ef-fad5-1636307618d8?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+ARE.pdf/41767387-6689-41e3-0025-50fb09d560b4?t=1733924050883,si
Desconocida,2023,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340522/Criterios+Julio+2023+ALE.pdf/74a3b8e4-cfa8-0bf0-e542-278a8967fcef?t=1733924050882,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+VAL.pdf/52270e33-7ef4-9564-9c2e-e63c5c0836c6?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+QUI.pdf/23327a8d-b13b-3e54-d716-f1be1c4e91d8?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+MCS.pdf/a2965d14-97b7-6355-10cb-d6eb95b25aee?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+MAT.pdf/55c943d8-cb27-8b41-be66-cb510a91d1b0?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+LAT.pdf/c126b567-8418-93be-98e9-6eda100568b0?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+ITA.pdf/02da6b04-f3c3-6d43-2b81-40808e32ca8c?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+ING.pdf/655b904a-0907-babd-f3e1-ce118e90c6be?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+HFI.pdf/82e87eee-b94c-3d0d-4adf-803ad9000fac?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+HES.pdf/f542dcb7-f4e5-ed38-cda5-fcde9b79becd?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+HAR.pdf/8e7f649f-ec0e-e7ef-7cd0-de63c4108089?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+GRI.pdf/667dcd6a-7aaf-06dd-bb7b-38e9e38cd0d4?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+GEO.pdf/dc217574-03e6-b004-f515-cf3cdd9d18c3?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+GEL.pdf/ed6dd9b1-9f5d-d43e-78b5-7be305ae95de?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+FRA.pdf/19d5c2a6-b2fa-9569-21f6-c17be35ef7d7?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+FIS.pdf/03ff3172-23f3-69a0-50ff-f5e9d4706d91?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+FAR.pdf/4121e809-76f0-8a0d-7344-07e893d3eca7?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+ECO.pdf/0ac837cc-3e18-1449-c883-f412b4ff498b?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+DTE.pdf/37953418-f5fa-c1e1-7a36-e4d9217abd21?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+DIS.pdf/8636ab1a-acbf-cd6f-c7aa-3383020334e0?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+CUA.pdf/8c76e885-6c97-6aa9-c1d3-dd9eb75a2547?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+CAS.pdf/db71c2bf-039c-b0d5-e37b-e88cb5f60be2?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+BIO.pdf/1bfb62a4-ed74-1a8d-fc92-c7229cf36336?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+ARE.pdf/216634e4-6229-ba81-091e-c2073abc6e16?t=1733924050915,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340513/Examen+Junio2023+ALE.pdf/fdeaff4e-f3f7-44da-5a6d-efe121ea4a16?t=1733924050914,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+VAL.pdf/23aeaa3a-9787-cf7d-1542-114bead4b56c?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+QUI.pdf/7638d432-1e04-d5a8-2678-4af8c3b8dda9?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+MCS.pdf/8173d061-43b1-b3f9-a70b-d5739c5f27ce?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+MAT.pdf/09228425-7fa7-b274-7125-81fc7663aa5c?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+LAT.pdf/918a4a87-f2ff-9b51-61d2-72183c66a756?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+ITA.pdf/3f417063-a544-d4c9-87b7-71d8f1daa038?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Juio2023+ING.pdf/36aa5c2a-c8fe-3c5c-318a-56388c7fcdce?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+HFI.pdf/0b801c50-690f-17fb-010d-ec32e4cf070b?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+HES.pdf/74e3eaf3-e8c0-ea22-1fa4-d4dcf2ada6d3?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+HAR.pdf/054fc634-17ea-f399-f83d-d0fecb8a1f45?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+GRI.pdf/4d65476b-f29c-80c1-02e1-1152615ffdc7?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+GEO.pdf/7bd46d10-4207-7689-48e7-9c511fa9b4b3?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+GEL.pdf/889ee3ca-7376-db79-d060-01585ec303d1?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023++FRA.pdf/2121039d-36d6-3594-33d1-a52e9d29fe5c?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+FIS.pdf/09b984eb-2ce6-89c0-e282-6bb09a9ddebc?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+FAR.pdf/71bc8ed2-4408-3834-4970-32cb1d422d36?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+ECO.pdf/1b9a5f26-6c9e-6d8d-5297-215c050ba39f?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+DTE.pdf/f04f2f51-6088-055a-c761-b8ce753b944e?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+CUA.pdf/f55ba0bf-11a2-2565-96d8-ef2a5512ebe0?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+CAS.pdf/92f44c12-7b56-6f04-de26-2227aa20e9e0?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+BIO.pdf/fd3abca8-38d8-5fae-f699-496f4bce4b6e?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio+2023+ARE.pdf/d8a50f1e-ac91-3b83-d177-8d52702339d3?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+ALE.pdf/09c3a09a-2505-68e6-696c-4ab7909aee1d?t=1733924050937,si
Desconocida,2023,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340510/Criterios+Junio2023+DIS.pdf/5495a6c3-b0f8-fbc6-acb8-22424a85a4dc?t=1733924050937,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+VALE+Julio+2024.pdf/5d6296e4-ee54-98eb-9029-0b88bd0d8c6f?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+TEXP+Julio+2024.pdf/477d213f-fe05-49cc-22ad-9003a4e79c0f?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+TEIN+Julio+2024.pdf/9244eb28-47e1-62d3-6fdd-e24979d06ca6?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+QUIM+Julio+2024.pdf/c1d3c24e-bd34-3388-74ef-e8d21279436a?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+MATE+Julio+2024.pdf/267f9a07-aaa4-0196-e3ac-604ba77939ac?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+LITE+Julio+2024.pdf/07ac24b9-4d59-70df-9a28-f0fe069b9d07?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+LATI+Julio+2024.pdf/8496bec9-957f-c3eb-7ec2-f81f61a5889d?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+ITAL+Julio+2024_2.pdf/1e28fd4e-1a73-0d45-77e6-8a5c1a96c45e?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+ITAL+Julio+2024.pdf/73617940-408c-d6e1-d4c0-9d3b8124c92e?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+INGL+Julio+2024_2.pdf/7a8aeb44-6fd8-9df4-9be6-11afcf9514cd?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+INGL+Julio+2024.pdf/01e00560-bbeb-19a3-a698-0c433f4e7f68?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+HMUS+Julio+2024.pdf/36710e2a-75e5-8036-3be7-a9dc2dd90071?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+HFIL+Julio+2024_2.pdf/96817795-a36c-8237-9100-843965e89e41?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+HFIL+Julio+2024.pdf/0aa40cd2-e007-1ffa-03d0-5cd2d17d5580?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+HESP+Julio+2024.pdf/bc2720a8-5292-7e4a-18c3-71cf11693a93?t=1733924050754,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+HART+Julio+2024.pdf/07aacfd2-b4b6-9370-a6d4-9416878f561b?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+GRIE+Julio+2024.pdf/7d876378-976a-91db-e57c-06c0816c4a27?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+GEOG+Julio+2024.pdf/f53b2b69-3359-54e1-d03b-0e88f9d02b00?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+GECA+Julio+2024.pdf/b19f2a71-0f53-b183-e30f-e951a9c8413d?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+FUAR+Julio+2024.pdf/0ef031ee-7eb3-1e44-a868-c577e06b156c?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+FRAN+Julio+2024_2.pdf/56db62bd-415b-1013-47c5-7eb9ada9d2cd?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+FRAN+Julio+2024.pdf/077ef024-ad06-d602-8343-13fd88ed9fe0?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+FISI+Julio+2024.pdf/5cc6d3ac-3e20-7834-d370-3e89c5ff5634?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+FAR+Julio+2024.pdf/7a2998d3-ff00-0b5d-d99c-17b916afcaec?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+EMDI+Julio+2024.pdf/677b7e77-fe33-be41-a40b-bd5c33816e8f?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+DTAP+Julio+2024.pdf/f409d746-d607-e240-ea49-5f6815156b85?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+DITE+Julio+2024.pdf/f0eb3f11-9191-bf89-9033-ae097f7ea143?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+DISE+Julio+2024.pdf/dbc39c23-19f9-8fca-635a-6d1beed68126?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+DART+Julio+2024_2.pdf/a53df341-1ab9-48bb-cdef-2a469b567f04?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+DART+Julio+2024.pdf/f448a219-b9d2-1215-6fc6-061306257c80?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+COTE+Julio+2024.pdf/3f14962d-ae28-a5d3-c6cd-b2acba7b8475?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+CAST+Julio+2024.pdf/e7b7a1f3-c791-a806-3316-78ac18848b34?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+BIOL+Julio+2024.pdf/c6bf64a7-a335-bf19-290b-b3a0a9ed209b?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+ARES+Julio+2024.pdf/5a5c112e-af53-6fbf-5499-1584b4da62ca?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+ANMU+Julio+2024.pdf/afe1936f-2d31-3a6f-f428-1de8414a368e?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+ALEM+Julio+2024_2.pdf/bd636199-9c19-269b-1902-c009db43b8d6?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340561/Examen+ALEM+Julio+2024.pdf/b6abe3a2-16dc-50b9-8735-8c3282bd558f?t=1733924050755,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+VALE+Julio+2024.pdf/d375ee17-ac65-00e9-9a92-49ce046b873c?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+TEXP+Julio+2024.pdf/641c2bd7-a18f-1ad2-4fa1-190a9efe1b63?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+TEIN+Julio+2024.pdf/ccc2f1eb-ed34-e97f-0c73-9daf7522e32b?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+QUIM+Julio+2024.pdf/bfaa2129-81b2-6831-c68d-5c8d1f0e6354?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+MATE+Julio+2024.pdf/eafe621b-e6b8-7c1f-2a3b-27290881828b?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+LITE+Julio+2024.pdf/f15d6cf3-5129-8208-51fb-2a95777e1c8b?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+LATI+Julio+2024.pdf/d4f58121-a19a-098d-e051-eaf17f870e70?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+ITAL+Julio+2024.pdf/9fc18fa0-a0aa-5ab9-765d-01d3b86a9b50?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+INGL+Julio+2024.pdf/cccd423b-1b11-87a6-de68-7220dfd23278?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+HMUS+Julio+2024.pdf/ab297204-ca65-655e-5f3e-81fac80a114c?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+HFIL+Julio+2024.pdf/55537b77-1cbd-470f-16ca-a6119211a50b?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+HESP+Julio+2024.pdf/aabd585a-403d-716d-b661-4c651b44f1cf?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+HART+julio+2024.pdf/ac3f5d0e-6a24-8fbf-19d1-00b812a4bd62?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+GRIE+Julio+2024.pdf/6ae1dae0-f77c-7a65-5172-c97aeef3eb9c?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+GEOG+Julio+2024.pdf/8cc7a8ab-d81f-64e7-06db-72bc4c4a66c3?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+GECA+Julio+2024.pdf/ebfef50c-1657-1b61-ed5d-7c36d24f0945?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+FUAR+Julio+2024.pdf/1824d20a-ab87-f6f1-0872-7bfe7d4f462c?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+FRAN+Julio+2024.pdf/c8681e57-6b81-4a60-8954-ea07c5030788?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+FISI+Julio+2024.pdf/5aa31367-ecfe-8d23-2606-1f90365d2179?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+FAR+Julio+2024.pdf/75ceae70-5c14-b305-58c5-e0afb8fa89a8?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+EMDI+Julio+2024.pdf/0c66e176-5f47-dc36-3805-5eebbd08620a?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+DTAP+Julio+2024.pdf/1cf6c004-7170-00b0-d6cf-25bb34b79aff?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+DITE+Julio+2024.pdf/99f1871c-a607-0c50-fedb-63f1c2ad1594?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+DISE+Julio+2024.pdf/24427022-0331-119f-e085-00cc815383b7?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+DART+Julio+2024.pdf/27c54291-939f-93fd-4c59-0537b3fd6df8?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+COTE+Julio+2024.pdf/a01578fe-ad3f-d456-4863-df7d6c3a4bb6?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+CAST+Julio+2024.pdf/39c25754-9ddf-feb4-6da0-cae60744b036?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+BIOL+Julio+2024.pdf/15cfa9bd-0f50-9390-bf8f-274239a73f68?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+ARES+Julio+2024.pdf/4ccdeaaf-50f8-2170-fc78-0a40ec5e2b99?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+ANMU+Julio+2024.pdf/665d1a87-de7a-6298-4225-a642c42be5a3?t=1733924050726,si
Desconocida,2024,Extraordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340564/Criterios+ALEM+Julio+2024.pdf/7238138a-2706-1c0b-fa19-4ffc31f8cb8f?t=1733924050726,si
Desconocida,2024,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340552/Examen+VALE+Junio+2024.pdf/a1967c6f-733c-6f8b-94ef-261321bcab92?t=1733924050795,si
Desconocida,2024,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340552/Examen+TEXP+Junio+2024.pdf/c2a8ecc1-a8a9-4fbe-40ae-b148126a4ac8?t=1733924050795,si
Desconocida,2024,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340552/Examen+TEIN+Junio+2024.pdf/ba235fc7-bc28-d448-4822-0a8a25ca8f3a?t=1733924050795,si
Desconocida,2024,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340552/Examen+QUIM+Junio+2024.pdf/f7567fff-0c94-3e0e-0f31-816364327d4e?t=1733924050795,si
Desconocida,2024,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340552/Examen+MATE+Junio+2024.pdf/ae2d8414-5e78-9723-5b9d-7938089cbc86?t=1733924050795,si
Desconocida,2024,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340552/Examen+LITE+Junio+2024.pdf/67144242-6c78-3a35-9e3d-2d65cc0773cb?t=1733924050795,si
Desconocida,2024,Ordinaria,C. Valenciana,https://universitats.gva.es/documents/389338055/389340552/Examen+LATI+Junio+2024.pdf/c4451402-6fea-4cc5-e2f8-0ce1db9fffa7?t=1733924050795,si
