carrera,titulacion,universidad,provincia,modalidad,nota_corte,tipo_centro,duracion,precio_primer_curso,nota_corte_num
Arquitectura,PARS en Arquitectura (Grado en Arquitectura + Máster Universitario en Arquitectura),Universitat Politècnica de València,Valencia,Presencial,"11,040",Universidad Pública,"5,0 años",1.040 €,11.04
Arquitectura,Grado en Fundamentos de la Arquitectura,Universitat Politècnica de València,Valencia,Presencial,"10,648",Universidad Pública,"5,0 años",1.040 €,10.648
Arquitectura,Grado en Fundamentos de la Arquitectura,Universidad Rey Juan Carlos,Madrid,Presencial,"10,553",Universidad Pública,"5,0 años",1.166 €,10.553
Arquitectura,Grado en Arquitectura Naval,Universidad Politécnica de Madrid,Madrid,Presencial,"10,550",Universidad Pública,"4,0 años",1.166 €,10.55
Arquitectura,Grado en Arquitectura,Universidad de Málaga,Málaga,Presencial,"10,542",Universidad Pública,"5,0 años",757 €,10.542
Arquitectura,Grado en Estudios en Arquitectura,Universidad de Zaragoza,Zaragoza,Presencial,"10,362",Universidad Pública,"5,0 años",1.201 €,10.362
Arquitectura,Grado en Fundamentos de la Arquitectura,Universidad de Alicante,Alicante,Presencial,"10,013",Universidad Pública,"5,0 años",1.040 €,10.013
Arquitectura,Grado en Estudios de Arquitectura,Universitat Politècnica de Catalunya,Barcelona,Presencial,"9,844",Universidad Pública,"5,0 años",1.108 €,9.844
Arquitectura,Doble Grado en Ingeniería Civil + Arquitectura Técnica,Universidad del País Vasco,Guipúzcoa,Presencial,"9,600",Universidad Pública,"5,0 años",1.097 €,9.6
Arquitectura,Grado en Fundamentos de Arquitectura,Universidad de Sevilla,Sevilla,Presencial,"9,530",Universidad Pública,"5,0 años",757 €,9.53
Arquitectura,Grado en Estudios de Arquitectura,Universitat de Girona,Girona,Presencial,"9,490",Universidad Pública,"5,0 años",1.108 €,9.49
Arquitectura,Grado en Estudios de Arquitectura,Universitat Politècnica de Catalunya,Barcelona,Presencial,"9,486",Universidad Pública,"5,0 años",1.108 €,9.486
Arquitectura,Grado en Estudios de Arquitectura,Universidad de Granada,Granada,Presencial,"9,450",Universidad Pública,"6,0 años",757 €,9.45
Arquitectura,PARS en Edificación (Grado en Arquitectura Técnica + Máster Universitario en Edificación),Universitat Politècnica de València,Valencia,Presencial,"9,234",Universidad Pública,"5,0 años",1.040 €,9.234
Arquitectura,Grado en Fundamentos de la Arquitectura,Universidad de Valladolid,Valladolid,Presencial,"8,970",Universidad Pública,"5,0 años",1.107 €,8.97
Arquitectura,Grado en Fundamentos de Arquitectura,Universidad Politécnica de Cartagena,Murcia,Presencial,"8,935",Universidad Pública,"5,0 años",1.007 €,8.935
Arquitectura,Grado en Fundamentos de Arquitectura,Universidad del País Vasco,Guipúzcoa,Presencial,"8,854",Universidad Pública,"4,0 años",1.097 €,8.854
Arquitectura,Grado en Arquitectura,Universidad de Castilla - La Mancha,Toledo,Presencial,"8,790",Universidad Pública,"5,0 años",1.132 €,8.79
Arquitectura,Grado en Estudios de Arquitectura,Universitat Rovira i Virgili,Tarragona,Presencial,"8,614",Universidad Pública,"5,0 años",1.108 €,8.614
Arquitectura,Grado en Arquitectura Técnica y Edificación,Universidad de Alcalá,Guadalajara,Presencial,"8,464",Universidad Pública,"4,0 años",1.166 €,8.464
Arquitectura,Grado en Arquitectura Naval e Ingeniería de Sistemas Marinos,Universidad Politécnica de Cartagena,Murcia,Presencial,"8,388",Universidad Pública,"4,0 años",1.007 €,8.388
Arquitectura,Grado en Estudios de Arquitectura,Universidade da Coruña,A Coruña,Presencial,"7,757",Universidad Pública,"5,0 años",836 €,7.757
Arquitectura,Grado en Arquitectura Técnica y Edificación,Universitat de Lleida,LLeida,Presencial,"7,666",Universidad Pública,"4,0 años",1.108 €,7.666
Arquitectura,Grado en Arquitectura Técnica y Edificación,Universitat de Girona,Girona,Presencial,"7,551",Universidad Pública,"4,0 años",1.108 €,7.551
Arquitectura,Grado en Arquitectura Técnica,Universidad del País Vasco,Guipúzcoa,Presencial,"6,534",Universidad Pública,"4,0 años",1.097 €,6.534
Arquitectura,Grado en Arquitectura,Universidad de Las Palmas de Gran Canaria,Las Palmas,Presencial,"5,000",Universidad Pública,"5,0 años",875 €,5.0
Arquitectura,Grado en Arquitectura Técnica,Universidad de Burgos,Burgos,Presencial,"5,000",Universidad Pública,"4,0 años",1.014 €,5.0
Arquitectura,Grado en Arquitectura Técnica,Universidade da Coruña,A Coruña,Presencial,"5,000",Universidad Pública,"4,0 años",836 €,5.0
Arquitectura,Doble Grado en Ingeniería Civil + Arquitectura Técnica,Universidad de Burgos,Burgos,Presencial,"5,000",Universidad Pública,"5,0 años",1.369 €,5.0
Arquitectura,Grado en Arquitectura técnica,Universidad de La Laguna,Tenerife,Presencial,"5,000",Universidad Pública,"4,0 años",875 €,5.0
Farmacia,Doble Grado en Biotecnología + Farmacia,Universidad de Salamanca,Salamanca,Presencial,"13,395",Universidad Pública,"6,0 años",1.141 €,13.395
Farmacia,Doble Grado en Farmacia + Nutrición Humana y Dietética,Universidad de Granada,Granada,Presencial,"13,224",Universidad Pública,"5,0 años",no disponible,13.224
Farmacia,Doble Grado en Farmacia + Nutrición Humana y Dietética,Universidad Complutense de Madrid,Madrid,Presencial,"12,588",Universidad Pública,"6,0 años",no disponible,12.588
Farmacia,Doble Grado en Farmacia + Óptica y Optometría,Universidad de Sevilla,Sevilla,Presencial,"12,490",Universidad Pública,"6,0 años",833 €,12.49
Farmacia,Grado en Farmacia,Universidad Rey Juan Carlos,Madrid,Presencial,"12,000",Universidad Pública,"5,0 años",1.241 €,12.0
Farmacia,Grado en Farmacia,Universidad de Sevilla,Sevilla,Presencial,"11,787",Universidad Pública,"5,0 años",757 €,11.787
Farmacia,Grado en Farmacia,Universidad Complutense de Madrid,Madrid,Presencial,"11,784",Universidad Pública,"5,0 años",1.241 €,11.784
Farmacia,Grado en Farmacia,Universidad de Alcalá,Madrid,Presencial,"11,610",Universidad Pública,"5,0 años",1.241 €,11.61
Farmacia,Doble Grado en Farmacia + Nutrición Humana y Dietética,Universitat de València,Valencia,Presencial,"11,559",Universidad Pública,"5,0 años",no disponible,11.559
Farmacia,Grado en Farmacia,Universidad de Murcia,Murcia,Presencial,"11,556",Universidad Pública,"5,0 años",1.007 €,11.556
Farmacia,Grado en Farmacia,Universidad Miguel Hernández de Elche,Alicante,Presencial,"11,530",Universidad Pública,"5,0 años",1.080 €,11.53
Farmacia,Doble Grado en Farmacia + Óptica y Optometría,Universidade de Santiago de Compostela,A Coruña,Presencial,"11,317",Universidad Pública,,1.003 €,11.317
Farmacia,Grado en Farmacia,Universidad de Granada,Granada,Presencial,"11,082",Universidad Pública,"5,0 años",757 €,11.082
Farmacia,Doble Grado en Farmacia + Nutrición Humana y Dietética,Universitat de Barcelona,Barcelona,Presencial,"11,042",Universidad Pública,"6,0 años",1.218 €,11.042
Farmacia,Doble Grado en Farmacia + Gestión de Pequeñas y Medianas Empresas (PYMES),Universidad de Salamanca,Salamanca,Presencial,"11,029",Universidad Pública,"6,0 años",1.369 €,11.029
Farmacia,Grado en Farmacia,Universitat de Barcelona,Barcelona,Presencial,"10,956",Universidad Pública,"5,0 años",1.108 €,10.956
Farmacia,Grado en Farmacia,Universitat de València,Valencia,Presencial,"10,811",Universidad Pública,"5,0 años",1.080 €,10.811
Farmacia,Grado en Farmacia,Universidad del País Vasco,Álava,Presencial,"10,765",Universidad Pública,"5,0 años",1.135 €,10.765
Farmacia,Grado en Farmacia,Universidad de Salamanca,Salamanca,Presencial,"10,706",Universidad Pública,"5,0 años",1.014 €,10.706
Farmacia,Grado en Farmacia,Universidade de Santiago de Compostela,A Coruña,Presencial,"10,566",Universidad Pública,"5,0 años",836 €,10.566
Farmacia,Doble Grado en Farmacia + Nutrición Humana y Dietética,Universidad del País Vasco,Álava,Presencial,"10,503",Universidad Pública,"6,0 años",1.330 €,10.503
Farmacia,Grado en Farmacia,Universidad de La Laguna,Tenerife,Presencial,"10,216",Universidad Pública,"5,0 años",875 €,10.216
Farmacia,Grado en Farmacia,Universidad de Castilla - La Mancha,Albacete,Presencial,"10,086",Universidad Pública,"5,0 años",1.132 €,10.086
Farmacia,Grado en Farmacia,Universitat de les Illes Balears,Baleares,Presencial,"9,880",Universidad Pública,"4,0 años",1.071 €,9.88
Biologia,Grado en Bioquímica y Biología Molecular,Universidad del País Vasco,Vizcaya,Presencial,"12,639",Universidad Pública,"4,0 años",1.131 €,12.639
Biologia,Grado en Biología Sanitaria,Universidad de Alcalá,Madrid,Presencial,"12,500",Universidad Pública,"4,0 años",1.241 €,12.5
Biologia,Grado en Bioquímica y Biología Molecular,Universitat Jaume I,Castellón,Presencial,"12,318",Universidad Pública,"4,0 años",1.040 €,12.318
Biologia,Grado en Biología,Universidad del País Vasco,Vizcaya,Presencial,"11,318",Universidad Pública,"4,0 años",1.131 €,11.318
Biologia,Doble Grado en Biología + Biotecnología,Universitat de Girona,Girona,Presencial,"11,190",Universidad Pública,"5,0 años",1.108 €,11.19
Biologia,Grado en Microbiología,Universitat Autònoma de Barcelona,Barcelona,Presencial,"11,018",Universidad Pública,"4,0 años",1.108 €,11.018
Biologia,Grado en Biología,Universitat de Barcelona,Barcelona,Presencial,"11,012",Universidad Pública,"4,0 años",1.108 €,11.012
Biologia,Grado en Biología,Universidad de Alcalá,Madrid,Presencial,"10,925",Universidad Pública,"4,0 años",1.241 €,10.925
Biologia,Grado en Biología,Universidad de Sevilla,Sevilla,Presencial,"10,822",Universidad Pública,"4,0 años",757 €,10.822
Biologia,Grado en Biología,Universitat Autònoma de Barcelona,Barcelona,Presencial,"10,749",Universidad Pública,"4,0 años",1.108 €,10.749
Biologia,Grado en Biología Ambiental,Universitat Autònoma de Barcelona,Barcelona,Presencial,"10,744",Universidad Pública,"4,0 años",1.108 €,10.744
Biologia,Grado en Biología,Universidad de Oviedo,Asturias,Presencial,"10,734",Universidad Pública,"4,0 años",738 €,10.734
Biologia,Grado en Biología,Universidad de Alicante,Alicante,Presencial,"10,720",Universidad Pública,"4,0 años",1.040 €,10.72
Biologia,Simultaneidad de Grados en Biología + Química,Universidade da Coruña,A Coruña,Presencial,"10,576",Universidad Pública,"5,0 años",no disponible,10.576
Biologia,Grado en Biología,Universitat de València,Valencia,Presencial,"10,478",Universidad Pública,"4,0 años",1.040 €,10.478
Biologia,Grado en Biología,Universidad Complutense de Madrid,Madrid,Presencial,"10,339",Universidad Pública,"4,0 años",1.241 €,10.339
Biologia,Grado en Biología,Universidad de La Laguna,Tenerife,Presencial,"10,294",Universidad Pública,"4,0 años",875 €,10.294
Biologia,Doble Grado en Química + Biología,Universidade de Santiago de Compostela,A Coruña,Presencial,"10,182",Universidad Pública,"6,0 años",1.000 €,10.182
Biologia,Grado en Biología,Universidad Rey Juan Carlos,Madrid,Presencial,"10,028",Universidad Pública,"4,0 años",1.241 €,10.028
Biologia,Grado en Biología,Universidad Autónoma de Madrid,Madrid,Presencial,"9,943",Universidad Pública,"4,0 años",1.241 €,9.943
Biologia,Grado en Biología,Universidad de Granada,Granada,Presencial,"9,905",Universidad Pública,"4,0 años",757 €,9.905
Biologia,Grado en Biología,Universidad de Málaga,Málaga,Presencial,"9,750",Universidad Pública,"4,0 años",757 €,9.75
Biologia,Grado en Biología,Universidade da Coruña,A Coruña,Presencial,"9,576",Universidad Pública,"4,0 años",836 €,9.576
Biologia,Grado en Biología,Universidad de León,León,Presencial,"9,467",Universidad Pública,"4,0 años",1.014 €,9.467
Biologia,Grado en Biología,Universidad de Murcia,Murcia,Presencial,"9,422",Universidad Pública,"4,0 años",1.007 €,9.422
Biologia,Grado en Biología,Universitat de Girona,Girona,Presencial,"9,320",Universidad Pública,"4,0 años",1.108 €,9.32
Biologia,Grado en Biología,Universidade de Vigo,Pontevedra,Presencial,"9,292",Universidad Pública,"4,0 años",836 €,9.292
Biologia,Grado en Biología,Universidad de Salamanca,Salamanca,Presencial,"9,228",Universidad Pública,"4,0 años",1.014 €,9.228
Biologia,Doble Grado en Biología + Ciencias Ambientales,Universitat de Girona,Girona,Presencial,"9,200",Universidad Pública,"5,0 años",1.108 €,9.2
Biologia,Grado en Biología,Universidade de Santiago de Compostela,A Coruña,Presencial,"9,150",Universidad Pública,"4,0 años",836 €,9.15
Biologia,Grado en Biología,Universidad de Córdoba,Córdoba,Presencial,"8,530",Universidad Pública,"4,0 años",757 €,8.53
Biologia,Grado en Biología,Universitat de les Illes Balears,Baleares,Presencial,"8,410",Universidad Pública,"4,0 años",1.071 €,8.41
Biologia,Grado en Biología,Universidad de Jaén,Jaén,Presencial,"8,350",Universidad Pública,"4,0 años",757 €,8.35
Biologia,Grado en Biología,Universidad de Extremadura,Badajoz,Presencial,"5,399",Universidad Pública,"4,0 años",902 €,5.399
Biologia,Grado en Biología,Universitat de Vic - Universitat Central de Catalunya,Barcelona,Presencial,"5,000",Universidad Privada,"4,0 años",6.058 €,5.0
Fisica,Doble Grado en Física +  Matemáticas,Universidad de Sevilla,Sevilla,Presencial,"13,764",Universidad Pública,"5,0 años",909 €,13.764
Fisica,Doble Grado en Matemáticas + Física,Universidad de Granada,Granada,Presencial,"13,750",Universidad Pública,"5,0 años",no disponible,13.75
Fisica,Doble Grado en Matemáticas + Física,Universidad Complutense de Madrid,Madrid,Presencial,"13,736",Universidad Pública,"5,0 años",no disponible,13.736
Fisica,Doble Grado en Física + Matemáticas,Universidad de Cantabria,Cantabria,Presencial,"13,458",Universidad Pública,"5,0 años",909 €,13.458
Fisica,Doble Grado en Física + Matemáticas,Universidad de Zaragoza,Zaragoza,Presencial,"13,427",Universidad Pública,"5,0 años",1.430 €,13.427
Fisica,Doble Grado en Matemáticas + Física (Opción B - predomina Física),Universidad de Oviedo,Asturias,Presencial,"13,384",Universidad Pública,"5,0 años",738 €,13.384
Fisica,Doble Grado en Física + Matemáticas,Universidad de Salamanca,Salamanca,Presencial,"13,361",Universidad Pública,"5,0 años",1.141 €,13.361
Fisica,Programa de Estudios Conjunto de Grado en Matemáticas + Grado en Física,Universidad de Valladolid,Valladolid,Presencial,"13,338",Universidad Pública,"5,0 años",916 €,13.338
Fisica,Doble Grado en Física + Matemáticas,Universitat de València,Valencia,Presencial,"13,288",Universidad Pública,"5,0 años",1.144 €,13.288
Fisica,Doble Grado en Matemáticas + Física,Universidade de Santiago de Compostela,A Coruña,Presencial,"13,278",Universidad Pública,"5,0 años",900 €,13.278
Fisica,Doble Grado en Matemáticas + Física,Universidad de Murcia,Murcia,Presencial,"13,179",Universidad Pública,"5,0 años",no disponible,13.179
Fisica,Doble Grado en Física + Matemáticas,Universitat Autònoma de Barcelona,Barcelona,Presencial,"13,111",Universidad Pública,"5,0 años",1.108 €,13.111
Fisica,Doble Grado en Matemáticas + Física (Opción A - predomina Matemáticas),Universidad de Oviedo,Asturias,Presencial,"13,033",Universidad Pública,"5,0 años",738 €,13.033
Fisica,Doble Grado en Física + Ingeniería Electrónica,Universidad del País Vasco,Vizcaya,Presencial,"12,874",Universidad Pública,"5,0 años",1.135 €,12.874
Fisica,Doble Grado en Física + Matemáticas,Universitat de Barcelona,Barcelona,Presencial,"12,864",Universidad Pública,"5,0 años",1.181 €,12.864
Fisica,Grado en Física,Universidad de Alicante,Alicante,Presencial,"12,458",Universidad Pública,"4,0 años",842 €,12.458
Fisica,Grado en Física,Universidad de Granada,Granada,Presencial,"12,416",Universidad Pública,"4,0 años",757 €,12.416
Fisica,Doble Grado en Química + Física,Universidade de Santiago de Compostela,A Coruña,Presencial,"12,284",Universidad Pública,"5,0 años",900 €,12.284
Fisica,Grado en Física,Universidad del País Vasco,Vizcaya,Presencial,"12,234",Universidad Pública,"4,0 años",1.094 €,12.234
Fisica,Grado en Física,Universidad de Zaragoza,Zaragoza,Presencial,"12,163",Universidad Pública,"4,0 años",1.190 €,12.163
Fisica,Grado en Física,Universidad de Sevilla,Sevilla,Presencial,"12,144",Universidad Pública,"4,0 años",757 €,12.144
Fisica,Doble Grado en Física + Ingeniería de Materiales,Universidad de Sevilla,Sevilla,Presencial,"12,139",Universidad Pública,"5,0 años",833 €,12.139
Fisica,Grado en Física,Universidad Autónoma de Madrid,Madrid,Presencial,"12,061",Universidad Pública,"4,0 años",1.015 €,12.061
Fisica,Grado en Física,Universidad Complutense de Madrid,Madrid,Presencial,"12,060",Universidad Pública,"4,0 años",1.015 €,12.06
Fisica,Grado en Física e Instrumentación Espacial,Universidad de Alcalá,Madrid,Presencial,"12,025",Universidad Pública,"4,0 años",1.166 €,12.025
Fisica,Grado en Física,Universidad de Salamanca,Salamanca,Presencial,"11,952",Universidad Pública,"4,0 años",678 €,11.952
Fisica,Grado en Física,Universitat de València,Valencia,Presencial,"11,853",Universidad Pública,"4,0 años",842 €,11.853
Fisica,Grado en Física,Universidad de Oviedo,Asturias,Presencial,"11,814",Universidad Pública,"4,0 años",738 €,11.814
Fisica,Doble Grado en Física + Química,Universitat de València,Valencia,Presencial,"11,774",Universidad Pública,"5,0 años",no disponible,11.774
Fisica,Grado en Física,Universitat Autònoma de Barcelona,Barcelona,Presencial,"11,770",Universidad Pública,"4,0 años",1.108 €,11.77
Fisica,Grado en Física,Universidade de Santiago de Compostela,A Coruña,Presencial,"11,706",Universidad Pública,"4,0 años",836 €,11.706
Fisica,Grado en Física,Universitat de Barcelona,Barcelona,Presencial,"11,686",Universidad Pública,"4,0 años",1.108 €,11.686
Fisica,Grado en Física,Universidad de Cantabria,Cantabria,Presencial,"11,470",Universidad Pública,"4,0 años",733 €,11.47
Fisica,Doble Grado en Física + Química,Universitat Autònoma de Barcelona,Barcelona,Presencial,"11,433",Universidad Pública,"5,0 años",1.108 €,11.433
Fisica,Grado en Física,Universidad de Valladolid,Valladolid,Presencial,"11,198",Universidad Pública,"4,0 años",678 €,11.198
Fisica,Grado en Física,Universidad de Córdoba,Córdoba,Presencial,"11,017",Universidad Pública,"4,0 años",757 €,11.017
Fisica,Grado en Física,Universidad de Murcia,Murcia,Presencial,"10,956",Universidad Pública,"4,0 años",1.007 €,10.956
Fisica,Grado en Física,Universidad de Extremadura,Badajoz,Presencial,"10,946",Universidad Pública,"4,0 años",902 €,10.946
Fisica,Grado en Física,Universidad de Castilla - La Mancha,Toledo,Presencial,"10,436",Universidad Pública,"4,0 años",1.132 €,10.436
Fisica,Grado en Física,Universidad de La Laguna,Tenerife,Presencial,"10,418",Universidad Pública,"4,0 años",875 €,10.418
Fisica,Grado en Física,Universitat de les Illes Balears,Baleares,Presencial,"9,386",Universidad Pública,"4,0 años",938 €,9.386
Fisica,Grado en Física,Universidad Nacional de Educación a Distancia,Madrid,A distancia,"5,000",Universidad Pública,"4,0 años",1.229 €,5.0
Quimica,Doble Grado en Química + Bioquímica,Universidad Complutense de Madrid,Madrid,Presencial,"12,978",Universidad Pública,,no disponible,12.978
Quimica,Doble Grado en Química + Física,Universidade de Santiago de Compostela,A Coruña,Presencial,"12,284",Universidad Pública,"5,0 años",900 €,12.284
Quimica,Doble Grado en Física + Química,Universitat de València,Valencia,Presencial,"11,774",Universidad Pública,"5,0 años",no disponible,11.774
Quimica,Doble Grado en Física + Química,Universitat Autònoma de Barcelona,Barcelona,Presencial,"11,433",Universidad Pública,"5,0 años",1.108 €,11.433
Quimica,Grado en Química,Universidad de Alicante,Alicante,Presencial,"11,095",Universidad Pública,"4,0 años",1.040 €,11.095
Quimica,Doble Grado en Química + Ingeniería de Materiales,Universidad de Sevilla,Sevilla,Presencial,"10,769",Universidad Pública,"5,0 años",871 €,10.769
Quimica,Grado en Química,Universitat Jaume I,Castellón,Presencial,"10,644",Universidad Pública,"4,0 años",1.040 €,10.644
Quimica,Grado en Química,Universidad del País Vasco,Vizcaya,Presencial,"10,610",Universidad Pública,"4,0 años",1.131 €,10.61
Quimica,Doble Grado en Química + Ingeniería Química,Universitat de València,Valencia,Presencial,"10,578",Universidad Pública,"5,0 años",no disponible,10.578
Quimica,Simultaneidad de Grados en Biología + Química,Universidade da Coruña,A Coruña,Presencial,"10,576",Universidad Pública,"5,0 años",no disponible,10.576
Quimica,Doble Grado en Química + Ingeniería Química,Universidad de Murcia,Murcia,Presencial,"10,349",Universidad Pública,"5,0 años",no disponible,10.349
Quimica,Doble Grado en Administración y Dirección de Empresas (ADE) + Química,Universitat de Barcelona,Barcelona,Presencial,"10,314",Universidad Pública,"6,0 años",1.238 €,10.314
Quimica,Grado en Química,Universidad de Alcalá,Madrid,Presencial,"10,285",Universidad Pública,"4,0 años",1.241 €,10.285
Quimica,Doble Grado en Química + Biología,Universidade de Santiago de Compostela,A Coruña,Presencial,"10,182",Universidad Pública,"6,0 años",1.000 €,10.182
Quimica,Grado en Química,Universidad Complutense de Madrid,Madrid,Presencial,"10,136",Universidad Pública,"4,0 años",1.241 €,10.136
Quimica,Grado en Química,Universidad Autónoma de Madrid,Madrid,Presencial,"9,961",Universidad Pública,"4,0 años",1.241 €,9.961
Quimica,Grado en Química,Universitat de València,Valencia,Presencial,"9,788",Universidad Pública,"4,0 años",1.040 €,9.788
Quimica,Grado en Química,Universidad de Sevilla,Sevilla,Presencial,"9,748",Universidad Pública,"4,0 años",757 €,9.748
Quimica,Grado en Química,Universidad del País Vasco,Guipúzcoa,Presencial,"9,680",Universidad Pública,"4,0 años",1.131 €,9.68
Quimica,Grado en Química,Universitat de Barcelona,Barcelona,Presencial,"9,546",Universidad Pública,"4,0 años",1.108 €,9.546
Quimica,Grado en Química,Universidad de Murcia,Murcia,Presencial,"9,294",Universidad Pública,"4,0 años",1.007 €,9.294
Quimica,Grado en Química,Universitat Autònoma de Barcelona,Barcelona,Presencial,"9,228",Universidad Pública,"4,0 años",1.108 €,9.228
Quimica,Grado en Química,Universidade de Santiago de Compostela,A Coruña,Presencial,"9,000",Universidad Pública,"4,0 años",836 €,9.0
Quimica,Grado en Química,Universidade de Vigo,Pontevedra,Presencial,"8,804",Universidad Pública,"4,0 años",836 €,8.804
Quimica,Grado en Química,Universidad de Málaga,Málaga,Presencial,"8,763",Universidad Pública,"4,0 años",757 €,8.763
Quimica,Grado en Química,Universitat Rovira i Virgili,Tarragona,Presencial,"8,722",Universidad Pública,"4,0 años",1.108 €,8.722
Quimica,Grado en Química,Universidade da Coruña,A Coruña,Presencial,"8,712",Universidad Pública,"4,0 años",836 €,8.712
Quimica,Grado en Química,Universidad de La Rioja,La Rioja,Presencial,"8,622",Universidad Pública,"4,0 años",1.228 €,8.622
Quimica,Grado en Química,Universidad de Cádiz,Cádiz,Presencial,"8,548",Universidad Pública,"4,0 años",757 €,8.548
Quimica,Grado en Química,Universidad de Granada,Granada,Presencial,"8,450",Universidad Pública,"4,0 años",757 €,8.45
Quimica,Grado en Química,Universitat de Girona,Girona,Presencial,"8,272",Universidad Pública,"4,0 años",1.108 €,8.272
Quimica,Grado en Química,Universitat Rovira i Virgili,Tarragona,Presencial,"7,833",Universidad Pública,"4,0 años",1.108 €,7.833
Quimica,Doble Grado en Química + Enología,Universidad de Cádiz,Cádiz,Presencial,"7,665",Universidad Pública,"5,0 años",no disponible,7.665
Quimica,Grado en Química,Universidad de La Laguna,Tenerife,Presencial,"6,855",Universidad Pública,"4,0 años",875 €,6.855
Quimica,Grado en Química,Universidad de Almería,Almería,Presencial,"6,767",Universidad Pública,"4,0 años",757 €,6.767
Quimica,Grado en Química,Universidad de Valladolid,Valladolid,Presencial,"6,180",Universidad Pública,"4,0 años",1.014 €,6.18
Quimica,Grado en Química,Universitat de les Illes Balears,Baleares,Presencial,"6,136",Universidad Pública,"4,0 años",1.071 €,6.136
Quimica,Grado en Química,Universidad de Córdoba,Córdoba,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Quimica,Grado en Química,Universidad de Jaén,Jaén,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Quimica,Grado en Química,Universidad de Burgos,Burgos,Presencial,"5,000",Universidad Pública,"4,0 años",884 €,5.0
Quimica,Grado en Química,Universidad de Oviedo,Asturias,Presencial,"5,000",Universidad Pública,"4,0 años",738 €,5.0
Quimica,Grado en Química,Universidad de Huelva,Huelva,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Quimica,Grado en Química,Universidad de Zaragoza,Zaragoza,Presencial,"5,000",Universidad Pública,"4,0 años",1.201 €,5.0
Quimica,Grado en Química,Universidad de Salamanca,Salamanca,Presencial,"5,000",Universidad Pública,"4,0 años",1.014 €,5.0
Quimica,Grado en Química,Universidad de Extremadura,Badajoz,Presencial,"5,000",Universidad Pública,"4,0 años",902 €,5.0
Quimica,Grado en Química,Universidad de Castilla - La Mancha,Ciudad Real,Presencial,"5,000",Universidad Pública,"4,0 años",1.132 €,5.0
Quimica,Grado en Química,Universidad Nacional de Educación a Distancia,Madrid,A distancia,"5,000",Universidad Pública,"4,0 años",1.229 €,5.0
Matematicas,Doble Grado en Física +  Matemáticas,Universidad de Sevilla,Sevilla,Presencial,"13,764",Universidad Pública,"5,0 años",909 €,13.764
Matematicas,Doble Grado en Matemáticas + Física,Universidad de Granada,Granada,Presencial,"13,750",Universidad Pública,"5,0 años",no disponible,13.75
Matematicas,Doble Grado en Matemáticas + Física,Universidad Complutense de Madrid,Madrid,Presencial,"13,736",Universidad Pública,"5,0 años",no disponible,13.736
Matematicas,Doble grado en Matemáticas + Ingeniería Informática,Universitat Politècnica de València,Valencia,Presencial,"13,620",Universidad Pública,"5,0 años",no disponible,13.62
Matematicas,Doble Grado en Ingeniería Informática - Tecnología Informática + Matemáticas,Universidad de Sevilla,Sevilla,Presencial,"13,595",Universidad Pública,"4,0 años",909 €,13.595
Matematicas,Doble Grado en Ingeniería Informática + Matemáticas,Universidad Complutense de Madrid,Madrid,Presencial,"13,525",Universidad Pública,"5,0 años",no disponible,13.525
Matematicas,Doble Grado en Ingeniería Informática + Matemáticas,Universidad de Málaga,Málaga,Presencial,"13,490",Universidad Pública,"5,0 años",757 €,13.49
Matematicas,Doble Grado en Física + Matemáticas,Universidad de Cantabria,Cantabria,Presencial,"13,458",Universidad Pública,"5,0 años",909 €,13.458
Matematicas,Doble Grado en Física + Matemáticas,Universidad de Zaragoza,Zaragoza,Presencial,"13,427",Universidad Pública,"5,0 años",1.430 €,13.427
Matematicas,Doble Grado en Ingeniería Informática del Software + Matemáticas,Universidad de Oviedo,Asturias,Presencial,"13,402",Universidad Pública,"6,0 años",771 €,13.402
Matematicas,Doble Grado en Matemáticas + Física (Opción B - predomina Física),Universidad de Oviedo,Asturias,Presencial,"13,384",Universidad Pública,"5,0 años",738 €,13.384
Matematicas,Doble Grado en Física + Matemáticas,Universidad de Salamanca,Salamanca,Presencial,"13,361",Universidad Pública,"5,0 años",1.141 €,13.361
Matematicas,Programa de Estudios Conjunto de Grado en Matemáticas + Grado en Física,Universidad de Valladolid,Valladolid,Presencial,"13,338",Universidad Pública,"5,0 años",916 €,13.338
Matematicas,Doble Grado en Ingeniería Informática + Matemáticas,Universidad de Granada,Granada,Presencial,"13,325",Universidad Pública,"5,0 años",no disponible,13.325
Matematicas,Doble grado en Matemáticas + Administración y Dirección de Empresas,Universitat Politècnica de València,Valencia,Presencial,"13,303",Universidad Pública,"5,0 años",no disponible,13.303
Matematicas,Doble Grado en Física + Matemáticas,Universitat de València,Valencia,Presencial,"13,288",Universidad Pública,"5,0 años",1.144 €,13.288
Matematicas,Doble Grado en Matemáticas + Física,Universidade de Santiago de Compostela,A Coruña,Presencial,"13,278",Universidad Pública,"5,0 años",900 €,13.278
Matematicas,Doble Grado en Ingeniería Informática + Matemáticas,Universidad Autónoma de Madrid,Madrid,Presencial,"13,239",Universidad Pública,"5,0 años",no disponible,13.239
Matematicas,Doble Grado en Ingeniería Informática + Matemáticas,Universidade de Santiago de Compostela,A Coruña,Presencial,"13,188",Universidad Pública,,900 €,13.188
