carrera,titulacion,universidad,provincia,modalidad,nota_corte,tipo_centro,duracion,precio_primer_curso,nota_corte_num
Medicina,Grado en Medicina,Universidad de Sevilla,Sevilla,Presencial,"13,450",Universidad Pública,"6,0 años",757 €,13.45
Medicina,Grado en Medicina,Universidad de Granada,Granada,Presencial,"13,416",Universidad Pública,"6,0 años",757 €,13.416
Medicina,Grado en Medicina,Universidad de Málaga,Málaga,Presencial,"13,353",Universidad Pública,"6,0 años",757 €,13.353
Medicina,Grado en Medicina,Universidad de Córdoba,Córdoba,Presencial,"13,353",Universidad Pública,"6,0 años",757 €,13.353
Medicina,Grado en Medicina,Universidad de Cádiz,Cádiz,Presencial,"13,291",Universidad Pública,"6,0 años",757 €,13.291
Medicina,Grado en Medicina,Universidad de Almería,Almería,Presencial,"13,280",Universidad Pública,"6,0 años",757 €,13.28
Medicina,Grado en Medicina,Universidad de Alicante,Alicante,Presencial,"13,278",Universidad Pública,"6,0 años",1.080 €,13.278
Medicina,Grado en Medicina,Universidad de Jaén,Jaén,Presencial,"13,270",Universidad Pública,"6,0 años",757 €,13.27
Medicina,Grado en Medicina,Universidad Complutense de Madrid,Madrid,Presencial,"13,265",Universidad Pública,"6,0 años",1.241 €,13.265
Medicina,Grado en Medicina,Universidad Miguel Hernández de Elche,Alicante,Presencial,"13,264",Universidad Pública,"6,0 años",1.080 €,13.264
Medicina,Grado en Medicina,Universidad de Huelva,Huelva,Presencial,"13,244",Universidad Pública,"6,0 años",757 €,13.244
Medicina,Grado en Medicina,Universidad de Murcia,Murcia,Presencial,"13,227",Universidad Pública,"6,0 años",1.007 €,13.227
Medicina,Grado en Medicina,Universitat Jaume I,Castellón,Presencial,"13,178",Universidad Pública,"6,0 años",1.080 €,13.178
Medicina,Grado en Medicina,Universidad Autónoma de Madrid,Madrid,Presencial,"13,148",Universidad Pública,"6,0 años",1.241 €,13.148
Medicina,Grado en Medicina,Universidad de Castilla - La Mancha,Ciudad Real,Presencial,"13,110",Universidad Pública,"6,0 años",1.132 €,13.11
Medicina,Grado en Medicina,Universidad de Alcalá,Madrid,Presencial,"13,102",Universidad Pública,"6,0 años",1.241 €,13.102
Medicina,Grado en Medicina,Universidad Rey Juan Carlos,Madrid,Presencial,"13,082",Universidad Pública,"6,0 años",1.241 €,13.082
Medicina,Grado en Medicina,Universidad de Cantabria,Cantabria,Presencial,"13,066",Universidad Pública,"6,0 años",934 €,13.066
Medicina,Grado en Medicina,Universidad de Salamanca,Salamanca,Presencial,"13,025",Universidad Pública,"6,0 años",1.107 €,13.025
Medicina,Grado en Medicina,Universidad de Castilla - La Mancha,Albacete,Presencial,"12,978",Universidad Pública,"6,0 años",1.132 €,12.978
Medicina,Grado en Medicina,Universidad de Extremadura,Badajoz,Presencial,"12,961",Universidad Pública,"6,0 años",1.064 €,12.961
Medicina,Grado en Medicina,Universitat de València,Valencia,Presencial,"12,953",Universidad Pública,"6,0 años",1.080 €,12.953
Medicina,Grado en Medicina,Universidad de Oviedo,Asturias,Presencial,"12,890",Universidad Pública,"6,0 años",942 €,12.89
Medicina,Grado en Medicina,Universidad de Valladolid,Valladolid,Presencial,"12,888",Universidad Pública,"6,0 años",1.107 €,12.888
Medicina,Grado en Medicina,Universidad Pública de Navarra,Navarra,Presencial,"12,842",Universidad Pública,"6,0 años",1.283 €,12.842
Medicina,Grado en Medicina,Universidad de La Laguna,Tenerife,Presencial,"12,833",Universidad Pública,"6,0 años",875 €,12.833
Medicina,Grado en Medicina,Centro Universitario de la Defensa de Madrid,Madrid,Presencial,"12,757",Centro Adscrito Público,"6,0 años",0 €,12.757
Medicina,Grado en Medicina,Universidad de Zaragoza,Zaragoza,Presencial,"12,738",Universidad Pública,"6,0 años",1.201 €,12.738
Medicina,Grado en Medicina,Universidad del País Vasco,Vizcaya,Presencial,"12,674",Universidad Pública,"6,0 años",1.135 €,12.674
Medicina,Grado en Medicina,Universitat Pompeu Fabra,Barcelona,Presencial,"12,656",Universidad Pública,"6,0 años",1.108 €,12.656
Medicina,Grado en Medicina,Universitat de Barcelona,Barcelona,Presencial,"12,650",Universidad Pública,"6,0 años",1.108 €,12.65
Medicina,Grado en Medicina,Universitat de Barcelona,Barcelona,Presencial,"12,646",Universidad Pública,"6,0 años",1.108 €,12.646
Medicina,Grado en Medicina,Universidad de Zaragoza,Huesca,Presencial,"12,639",Universidad Pública,"6,0 años",1.201 €,12.639
Medicina,Grado en Medicina,Universitat de les Illes Balears,Baleares,Presencial,"12,612",Universidad Pública,"6,0 años",1.205 €,12.612
Medicina,Grado en Medicina,Universidade de Santiago de Compostela,A Coruña,Presencial,"12,612",Universidad Pública,"6,0 años",836 €,12.612
Medicina,Grado en Medicina,Universidad de Las Palmas de Gran Canaria,Las Palmas,Presencial,"12,576",Universidad Pública,"6,0 años",875 €,12.576
Medicina,Grado en Medicina,Universitat Autònoma de Barcelona,Barcelona,Presencial,"12,511",Universidad Pública,"6,0 años",1.108 €,12.511
Medicina,Grado en Medicina,Universitat de Girona,Girona,Presencial,"12,486",Universidad Pública,"6,0 años",1.061 €,12.486
Medicina,Grado en Medicina,Universitat Rovira i Virgili,Tarragona,Presencial,"12,438",Universidad Pública,"6,0 años",1.108 €,12.438
Medicina,Grado en Medicina,Universitat de Lleida,LLeida,Presencial,"12,431",Universidad Pública,"6,0 años",1.108 €,12.431
Medicina,Grado en Medicina (Euskera),Universidad del País Vasco,Vizcaya,Presencial,"12,328",Universidad Pública,"6,0 años",1.135 €,12.328
Medicina,Grado en Medicina,Universitat de Vic - Universitat Central de Catalunya,Barcelona,Presencial,"11,388",Universidad Privada,"6,0 años",13.801 €,11.388
Derecho,Doble Grado en Relaciones Internacionales + Derecho,Universidad Pablo de Olavide,Sevilla,Presencial,"13,554",Universidad Pública,"6,0 años",no disponible,13.554
Derecho,Doble Grado en Derecho + Relaciones Internacionales,Universidad Rey Juan Carlos,Madrid,Presencial,"13,428",Universidad Pública,"5,0 años",1.531 €,13.428
Derecho,Doble Grado en Estudios Internacionales + Derecho,Universidad Carlos III de Madrid,Madrid,Presencial,"13,425",Universidad Pública,"5,0 años",no disponible,13.425
Derecho,Doble Grado en Derecho + Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"13,036",Universidad Pública,"6,0 años",no disponible,13.036
Derecho,Doble Grado en Derecho + Relaciones Internacionales (DERRI),Universidad de Alicante,Alicante,Presencial,"12,981",Universidad Pública,"5,0 años",no disponible,12.981
Derecho,Doble Grado en Criminología + Derecho,Universidad Rey Juan Carlos,Madrid,Presencial,"12,852",Universidad Pública,"5,0 años",1.408 €,12.852
Derecho,Doble Grado en Derecho + Economía,Universidad Carlos III de Madrid,Madrid,Presencial,"12,739",Universidad Pública,"6,0 años",no disponible,12.739
Derecho,Doble Grado en Criminología + Derecho,Universidad de Salamanca,Salamanca,Presencial,"12,610",Universidad Pública,"6,0 años",916 €,12.61
Derecho,Doble Grado en Derecho +  Administración y Dirección de Empresas,Universidad de Zaragoza,Zaragoza,Presencial,"12,425",Universidad Pública,"5,0 años",1.519 €,12.425
Derecho,Doble Grado en Derecho + Economía,Universidad de Sevilla,Sevilla,Presencial,"12,422",Universidad Pública,"5,0 años",1.136 €,12.422
Derecho,Doble Grado en Derecho + Administración y Dirección de Empresas/Economía,Universitat Pompeu Fabra,Barcelona,Presencial,"12,224",Universidad Pública,"5,0 años",1.698 €,12.224
Derecho,Programa de Estudios Simultáneos en Administración y Dirección de Empresas + Derecho,Universidad de Murcia,Murcia,Presencial,"12,216",Universidad Pública,"5,0 años",1.013 €,12.216
Derecho,Doble Grado en Economía + Derecho,Universidad Rey Juan Carlos,Madrid,Presencial,"12,190",Universidad Pública,"5,0 años",1.258 €,12.19
Derecho,Doble Grado en Economía + Derecho,Universidad Rey Juan Carlos,Madrid,Presencial,"12,086",Universidad Pública,"5,0 años",1.454 €,12.086
Derecho,Doble Grado en Derecho + Periodismo,Universidad Rey Juan Carlos,Madrid,Presencial,"12,075",Universidad Pública,"5,0 años",1.535 €,12.075
Derecho,Grado en Derecho,Universidad Carlos III de Madrid,Madrid,Presencial,"11,975",Universidad Pública,"4,0 años",1.015 €,11.975
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universitat de València,Valencia,Presencial,"11,897",Universidad Pública,"5,0 años",no disponible,11.897
Derecho,Doble Grado en Derecho + Administración y Dirección de Empresas,Universidad Pablo de Olavide,Sevilla,Presencial,"11,858",Universidad Pública,,no disponible,11.858
Derecho,Doble Grado en Derecho + Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"11,837",Universidad Pública,"6,0 años",no disponible,11.837
Derecho,Doble Grado en Derecho + Ciencias Políticas,Universidad Carlos III de Madrid,Madrid,Presencial,"11,800",Universidad Pública,"6,0 años",no disponible,11.8
Derecho,Doble Grado en Derecho + Relaciones Internacionales,Universitat Autònoma de Barcelona,Barcelona,Presencial,"11,740",Universidad Pública,"5,0 años",1.274 €,11.74
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universitat Jaume I,Castellón,Presencial,"11,712",Universidad Pública,"6,0 años",767 €,11.712
Derecho,Doble Grado en Economía + Derecho,Universidad Rey Juan Carlos,Madrid,Presencial,"11,700",Universidad Pública,"5,0 años",no disponible,11.7
Derecho,Doble Grado en Derecho + Economía,Universitat de València,Valencia,Presencial,"11,686",Universidad Pública,"5,0 años",no disponible,11.686
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad del País Vasco,Vizcaya,Presencial,"11,624",Universidad Pública,"6,0 años",905 €,11.624
Derecho,Grado en Derecho (Mención en Derecho de los Negocios Internacionales),Universidad Autónoma de Madrid,Madrid,Presencial,"11,582",Universidad Pública,"4,0 años",no disponible,11.582
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad de Málaga,Málaga,Presencial,"11,572",Universidad Pública,"6,0 años",757 €,11.572
Derecho,Doble Grado en Derecho + Administración y Dirección de Empresas,Universidad Autónoma de Madrid,Madrid,Presencial,"11,475",Universidad Pública,"6,0 años",no disponible,11.475
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad de Salamanca,Salamanca,Presencial,"11,467",Universidad Pública,"6,0 años",916 €,11.467
Derecho,Doble Grado en Derecho + Ciencias Políticas y de la Administración Pública,Universitat de València,Valencia,Presencial,"11,454",Universidad Pública,"5,0 años",no disponible,11.454
Derecho,Doble Grado en Derecho + Criminología (DECRIM),Universidad de Alicante,Alicante,Presencial,"11,378",Universidad Pública,"5,0 años",no disponible,11.378
Derecho,Doble Grado en Criminología y Políticas Públicas de Prevención + Derecho,Universitat Pompeu Fabra,Barcelona,Presencial,"11,362",Universidad Pública,"5,0 años",1.097 €,11.362
Derecho,Doble Grado en Derecho + Criminología,Universitat de València,Valencia,Presencial,"11,336",Universidad Pública,"5,0 años",no disponible,11.336
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad Pública de Navarra,Navarra,Presencial,"11,329",Universidad Pública,"6,0 años",1.382 €,11.329
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad del País Vasco,Guipúzcoa,Presencial,"11,318",Universidad Pública,"6,0 años",905 €,11.318
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho (itinerario internacional) *,Universidad Pública de Navarra,Navarra,Presencial,"11,307",Universidad Pública,"5,0 años",1.268 €,11.307
Derecho,Doble Grado en Criminología + Derecho,Universidad de Oviedo,Asturias,Presencial,"11,305",Universidad Pública,"4,0 años",993 €,11.305
Derecho,Doble Grado en Derecho + Ciencia Política y Administración Pública,Universidad de Salamanca,Salamanca,Presencial,"11,293",Universidad Pública,"6,0 años",916 €,11.293
Derecho,Doble Grado en Derecho + Estudios Internacionales,Universidad de Castilla - La Mancha,Toledo,Presencial,"11,244",Universidad Pública,"6,0 años",1.132 €,11.244
Derecho,Grado en Derecho,Universidad Carlos III de Madrid,Madrid,Presencial,"11,237",Universidad Pública,"4,0 años",1.015 €,11.237
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universitat de Barcelona,Barcelona,Presencial,"11,186",Universidad Pública,"5,0 años",1.451 €,11.186
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad de Granada,Granada,Presencial,"11,177",Universidad Pública,"4,0 años",no disponible,11.177
Derecho,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad de Almería,Almería,Presencial,"11,159",Universidad Pública,"4,0 años",850 €,11.159
Derecho,Grado en Derecho (Mención en Derecho Digital y de las Tecnologías),Universidad Autónoma de Madrid,Madrid,Presencial,"11,128",Universidad Pública,"4,0 años",no disponible,11.128
Derecho,Doble Grado en Derecho + Criminología,Universidad Pablo de Olavide,Sevilla,Presencial,"11,112",Universidad Pública,"5,0 años",no disponible,11.112
Derecho,Doble Grado en Derecho + Administración y Dirección  de Empresas,Universidad de Cantabria,Cantabria,Presencial,"11,108",Universidad Pública,"5,0 años",802 €,11.108
Derecho,Grado en Derecho,Universitat Pompeu Fabra,Barcelona,Presencial,"11,064",Universidad Pública,"4,0 años",1.061 €,11.064
Derecho,Grado en Derecho,Universidad del País Vasco,Vizcaya,Presencial,"11,034",Universidad Pública,"4,0 años",805 €,11.034
Derecho,Simultaneidad de Grados en Administración y Dirección de Empresas (ADE) + Derecho,Universidade da Coruña,A Coruña,Presencial,"11,014",Universidad Pública,"6,0 años",no disponible,11.014
Derecho,Doble Grado en Derecho + Administración y Dirección de Empresas,Universidad de Alcalá,Madrid,Presencial,"11,011",Universidad Pública,"5,0 años",no disponible,11.011
Ade Administracion Y Direccion De Empresas,Doble Grado en Estudios Internacionales + Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"13,363",Universidad Pública,"5,0 años",no disponible,13.363
Ade Administracion Y Direccion De Empresas,Doble grado en Matemáticas + Administración y Dirección de Empresas,Universitat Politècnica de València,Valencia,Presencial,"13,303",Universidad Pública,"5,0 años",no disponible,13.303
Ade Administracion Y Direccion De Empresas,Doble Grado en Derecho + Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"13,036",Universidad Pública,"6,0 años",no disponible,13.036
Ade Administracion Y Direccion De Empresas,Grado en Empresa y Tecnología,Universidad Carlos III de Madrid,Madrid,Presencial,"12,710",Universidad Pública,"4,0 años",1.015 €,12.71
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Marketing,Universidad Rey Juan Carlos,Madrid,Presencial,"12,486",Universidad Pública,"5,0 años",1.258 €,12.486
Ade Administracion Y Direccion De Empresas,Grado en Estudios Internacionales de Economía y Empresa (International Business Economics),Universitat Pompeu Fabra,Barcelona,Presencial,"12,470",Universidad Pública,"4,0 años",1.061 €,12.47
Ade Administracion Y Direccion De Empresas,Grado en Negocios Internacionales (International Business),Universitat de València,Valencia,Presencial,"12,467",Universidad Pública,"4,0 años",767 €,12.467
Ade Administracion Y Direccion De Empresas,Doble Grado en Derecho +  Administración y Dirección de Empresas,Universidad de Zaragoza,Zaragoza,Presencial,"12,425",Universidad Pública,"5,0 años",1.519 €,12.425
Ade Administracion Y Direccion De Empresas,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas (ADE),Universidad Carlos III de Madrid,Madrid,Presencial,"12,397",Universidad Pública,"6,0 años",1.720 €,12.397
Ade Administracion Y Direccion De Empresas,Doble Grado en Negocios + Economía (Double Bachelor's Degree in Business and Economics),Universidad del País Vasco,Vizcaya,Presencial,"12,375",Universidad Pública,"5,0 años",823 €,12.375
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección  de Empresas + Economía,Universidad de Cantabria,Cantabria,Presencial,"12,345",Universidad Pública,"5,0 años",701 €,12.345
Ade Administracion Y Direccion De Empresas,Programa de Estudios Simultáneos en Administración y Dirección de Empresas + Derecho,Universidad de Murcia,Murcia,Presencial,"12,216",Universidad Pública,"5,0 años",1.013 €,12.216
Ade Administracion Y Direccion De Empresas,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas,Universidad de Granada,Granada,Presencial,"12,156",Universidad Pública,"5,0 años",no disponible,12.156
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Ingeniería Informática,Universitat Politècnica de València,Valencia,Presencial,"12,149",Universidad Pública,"5,0 años",no disponible,12.149
Ade Administracion Y Direccion De Empresas,Grado en Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"12,066",Universidad Pública,"4,0 años",1.015 €,12.066
Ade Administracion Y Direccion De Empresas,Doble Grado en Economía Financiera y Actuarial + Administración y Dirección de Empresas,Universidad Rey Juan Carlos,Madrid,Presencial,"11,986",Universidad Pública,"5,0 años",1.484 €,11.986
Ade Administracion Y Direccion De Empresas,Grado en Análisis de Datos de la Empresa (Business Analytics),Universidad Autónoma de Madrid,Madrid,Presencial,"11,910",Universidad Pública,"4,0 años",1.166 €,11.91
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Derecho,Universitat de València,Valencia,Presencial,"11,897",Universidad Pública,"5,0 años",no disponible,11.897
Ade Administracion Y Direccion De Empresas,Doble Grado en Derecho + Administración y Dirección de Empresas,Universidad Pablo de Olavide,Sevilla,Presencial,"11,858",Universidad Pública,,no disponible,11.858
Ade Administracion Y Direccion De Empresas,Doble Grado en Derecho + Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"11,837",Universidad Pública,"6,0 años",no disponible,11.837
Ade Administracion Y Direccion De Empresas,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas,Universidad Politécnica de Madrid,Madrid,Presencial,"11,809",Universidad Pública,"5,0 años",no disponible,11.809
Ade Administracion Y Direccion De Empresas,Doble Grado en Ingeniería Informática + Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"11,797",Universidad Pública,"6,0 años",no disponible,11.797
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Matemáticas,Universitat de Barcelona,Barcelona,Presencial,"11,763",Universidad Pública,"5,0 años",1.458 €,11.763
Ade Administracion Y Direccion De Empresas,Grado en Análisis de Datos para la Empresa,Universidad Carlos III de Madrid,Madrid,Presencial,"11,733",Universidad Pública,"4,0 años",1.015 €,11.733
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Economía Internacional,Universidad Pública de Navarra,Navarra,Presencial,"11,722",Universidad Pública,"5,0 años",1.268 €,11.722
Ade Administracion Y Direccion De Empresas,Grado en Administración y Dirección de Empresas,Universitat Jaume I,Castellón,Presencial,"11,712",Universidad Pública,"4,0 años",767 €,11.712
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Derecho,Universitat Jaume I,Castellón,Presencial,"11,712",Universidad Pública,"6,0 años",767 €,11.712
Ade Administracion Y Direccion De Empresas,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas,Universidad Complutense de Madrid,Madrid,Presencial,"11,689",Universidad Pública,"5,0 años",no disponible,11.689
Ade Administracion Y Direccion De Empresas,Grado en Empresa Internacional,Universitat de Barcelona,Barcelona,Presencial,"11,662",Universidad Pública,"3,0 años",1.061 €,11.662
Ade Administracion Y Direccion De Empresas,Doble Grado en Ciencia de Datos + Administración y Dirección de Empresas,Universidad Pública de Navarra,Navarra,Presencial,"11,643",Universidad Pública,"6,0 años",1.382 €,11.643
Ade Administracion Y Direccion De Empresas,Doble Grado en Publicidad y Relaciones Públicas + Administración y Dirección de Empresas,Universidad Rey Juan Carlos,Madrid,Presencial,"11,636",Universidad Pública,"5,0 años",1.391 €,11.636
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad del País Vasco,Vizcaya,Presencial,"11,624",Universidad Pública,"6,0 años",905 €,11.624
Ade Administracion Y Direccion De Empresas,Grado en Administración y Dirección de Empresas,Universitat Politècnica de València,Valencia,Presencial,"11,588",Universidad Pública,"4,0 años",767 €,11.588
Ade Administracion Y Direccion De Empresas,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas,Universidad Rey Juan Carlos,Madrid,Presencial,"11,575",Universidad Pública,"5,0 años",1.778 €,11.575
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad de Málaga,Málaga,Presencial,"11,572",Universidad Pública,"6,0 años",757 €,11.572
Ade Administracion Y Direccion De Empresas,Doble Grado en Finanzas y Contabilidad + Administración y Dirección de Empresas,Universidad de Málaga,Málaga,Presencial,"11,544",Universidad Pública,"5,0 años",757 €,11.544
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas (ADE) + Finanzas y Contabilidad,Universidad de Sevilla,Sevilla,Presencial,"11,516",Universidad Pública,"5,0 años",1.060 €,11.516
Ade Administracion Y Direccion De Empresas,Grado en Ciencias Empresariales - Management,Universitat Pompeu Fabra,Barcelona,Presencial,"11,490",Universidad Pública,"4,0 años",1.061 €,11.49
Ade Administracion Y Direccion De Empresas,Doble Grado en Derecho + Administración y Dirección de Empresas,Universidad Autónoma de Madrid,Madrid,Presencial,"11,475",Universidad Pública,"6,0 años",no disponible,11.475
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad de Salamanca,Salamanca,Presencial,"11,467",Universidad Pública,"6,0 años",916 €,11.467
Ade Administracion Y Direccion De Empresas,Doble Grado en Economía Financiera y Actuarial + Administración y Dirección de Empresas,Universidad Rey Juan Carlos,Madrid,Presencial,"11,461",Universidad Pública,"5,0 años",no disponible,11.461
Ade Administracion Y Direccion De Empresas,Grado en Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"11,450",Universidad Pública,"4,0 años",1.015 €,11.45
Ade Administracion Y Direccion De Empresas,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas (ADE),Universidad de Alcalá,Madrid,Presencial,"11,427",Universidad Pública,"5,0 años",no disponible,11.427
Ade Administracion Y Direccion De Empresas,Grado en Administración y Dirección de Empresas (Programa Internacional),Universidad Pública de Navarra,Navarra,Presencial,"11,386",Universidad Pública,"4,0 años",906 €,11.386
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad Pública de Navarra,Navarra,Presencial,"11,329",Universidad Pública,"6,0 años",1.382 €,11.329
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Derecho,Universidad del País Vasco,Guipúzcoa,Presencial,"11,318",Universidad Pública,"6,0 años",905 €,11.318
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Derecho (itinerario internacional) *,Universidad Pública de Navarra,Navarra,Presencial,"11,307",Universidad Pública,"5,0 años",1.268 €,11.307
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas + Estudios Internacionales,Universidad de Castilla - La Mancha,Toledo,Presencial,"11,264",Universidad Pública,"6,0 años",1.132 €,11.264
Ade Administracion Y Direccion De Empresas,Doble Grado en Administración y Dirección de Empresas (ADE) + Ingeniería Informática,Universitat de Lleida,LLeida,Presencial,"11,263",Universidad Pública,"5,0 años",1.316 €,11.263
Ade Administracion Y Direccion De Empresas,Grado en Administración y Dirección de Empresas,Universitat Pompeu Fabra,Barcelona,Presencial,"11,250",Universidad Pública,"4,0 años",1.061 €,11.25
Ingenieria Informatica,Doble grado en Matemáticas + Ingeniería Informática,Universitat Politècnica de València,Valencia,Presencial,"13,620",Universidad Pública,"5,0 años",no disponible,13.62
Ingenieria Informatica,Doble Grado en Ingeniería Informática - Tecnología Informática + Matemáticas,Universidad de Sevilla,Sevilla,Presencial,"13,595",Universidad Pública,"4,0 años",909 €,13.595
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Matemáticas,Universidad Complutense de Madrid,Madrid,Presencial,"13,525",Universidad Pública,"5,0 años",no disponible,13.525
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Matemáticas,Universidad de Málaga,Málaga,Presencial,"13,490",Universidad Pública,"5,0 años",757 €,13.49
Ingenieria Informatica,Doble Grado en Ingeniería Informática del Software + Matemáticas,Universidad de Oviedo,Asturias,Presencial,"13,402",Universidad Pública,"6,0 años",771 €,13.402
Ingenieria Informatica,Doble Grado en Ingeniería Informática en Tecnologías de la Información + Ciencia e Ingeniería de Datos,Universidad de Oviedo,Asturias,Presencial,"13,336",Universidad Pública,"5,0 años",771 €,13.336
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Matemáticas,Universidad de Granada,Granada,Presencial,"13,325",Universidad Pública,"5,0 años",no disponible,13.325
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Matemáticas,Universidad Autónoma de Madrid,Madrid,Presencial,"13,239",Universidad Pública,"5,0 años",no disponible,13.239
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Matemáticas,Universidade de Santiago de Compostela,A Coruña,Presencial,"13,188",Universidad Pública,,900 €,13.188
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Matemáticas,Universidad Rey Juan Carlos,Madrid,Presencial,"13,148",Universidad Pública,"4,0 años",1.530 €,13.148
Ingenieria Informatica,Doble Grado en Matemáticas + Ingeniería Informática,Universidad de Cádiz,Cádiz,Presencial,"13,109",Universidad Pública,"5,0 años",no disponible,13.109
Ingenieria Informatica,Programa de Estudios Simultáneos en Matemáticas + Ingeniería Informática,Universidad de Murcia,Murcia,Presencial,"12,996",Universidad Pública,"5,0 años",1.013 €,12.996
Ingenieria Informatica,Doble Grado en Ingeniería del Software + Matemáticas,Universidad Rey Juan Carlos,Madrid,Presencial,"12,800",Universidad Pública,"4,0 años",1.530 €,12.8
Ingenieria Informatica,Programa de Estudios Conjunto de Grado en Matemáticas y Grado en Ingeniería Informática de Servicios y Aplicaciones,Universidad de Valladolid,Valladolid,Presencial,"12,799",Universidad Pública,"5,0 años",916 €,12.799
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Matemáticas,Universitat de Barcelona,Barcelona,Presencial,"12,664",Universidad Pública,"5,0 años",1.181 €,12.664
Ingenieria Informatica,Doble Grado en Matemáticas + Ingeniería Informática,Universidad de Zaragoza,Zaragoza,Presencial,"12,660",Universidad Pública,"5,0 años",1.430 €,12.66
Ingenieria Informatica,Grado en Ingeniería Informática - Ingeniería del Software (Grupo en inglés),Universidad de Sevilla,Sevilla,Presencial,"12,566",Universidad Pública,"4,0 años",757 €,12.566
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas (ADE),Universidad Carlos III de Madrid,Madrid,Presencial,"12,397",Universidad Pública,"6,0 años",1.720 €,12.397
Ingenieria Informatica,Programa de Estudios Conjunto de Grado en Estadística y Grado en Ingeniería Informática,Universidad de Valladolid,Valladolid,Presencial,"12,260",Universidad Pública,"5,0 años",no disponible,12.26
Ingenieria Informatica,Doble Grado en Matemáticas + Ingeniería Informática,Universitat de les Illes Balears,Baleares,Presencial,"12,220",Universidad Pública,"6,0 años",no disponible,12.22
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas,Universidad de Granada,Granada,Presencial,"12,156",Universidad Pública,"5,0 años",no disponible,12.156
Ingenieria Informatica,Doble Grado en Administración y Dirección de Empresas + Ingeniería Informática,Universitat Politècnica de València,Valencia,Presencial,"12,149",Universidad Pública,"5,0 años",no disponible,12.149
Ingenieria Informatica,Grado en Ingeniería Informática + Máster en Ingeniería Informática,Universidad Carlos III de Madrid,Madrid,Presencial,"11,839",Universidad Pública,"4,0 años",no disponible,11.839
Ingenieria Informatica,Grado en Ingeniería Informática + Máster Universitario en Ingeniería Informática (Programa de Ingeniero/a en Informática),Universitat Politècnica de Catalunya,Barcelona,Presencial,"11,838",Universidad Pública,"6,0 años",no disponible,11.838
